,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,boms_id,chassis,motherboard,CPU,form_factor,chipset,cores,height_mm,width_mm,depth_mm,product_colour,drive_bays,Supported_memory_types,Operating Temperature, Non-operating Temperature, Operating Relative Humidity, Non-operating Relative Humidity,Gross Weight, Net Weight,num_of_m_2_supported,m_2_key,m_2_interface,m_2_form_factor,pcl_express_x16_slots,pcl_express_x8_slots,pcl_express_slots_version,maximum_internal_memory,usb_3_0_type_a_ports_quantity,usb_2_0_type_a_ports_quantity,processor_socket,num_of_storage_drives_supported,onboard_network_controllers,num_of_dimm_slots,backplanes_support,power_supply,ecc,nodes,partner,desc,type,Operating Temperature Range,Non-Operating Temperature Range,Operating Relative Humidity Range,Non-Operating Relative Humidity Range,Non-operating Temperature,Operating Relative Humidity,Non-operating Relative Humidity,Net Weight,"Net Weight w/ 2.5"" HDDs","Net Weight w/ 3.5"" HDDs",See Note * Non-operating Temperature,* Support for operating above 30°C is available in certain system configurations. Contact your Supermicro sales rep or Technical Support for more details. Non-operating Temperature,with HDD Non-operating Temperature
10,10.0,10.0,10.0,10.0,10.0,44,CSE-835TQ-R920B,MBD-X10DRi,"Intel® Xeon® processor E5-2600 v3, Intel® Xeon® processor E5-2600 v4. Dual Socket R3 (LGA 2011) supported, CPU TDP support Up to 145W, 2 QPI up to 9.6GT/s",3U chassis support for motherboard size - E-ATX and ATX.,Intel® C612,Up to 24 cores / Up to 55MB† cache,"5.2"" (132 mm)","17.2"" (437 mm)","25.5"" (647 mm)",Black,"8 x 3.5"" hot-swap SAS/SATA",2400/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit,,,,,75 lbs (34.02 kg),,,,,,3 PCI-E 3.0 x16,3 PCI-E 3.0 x16 and 3 PCI-E 3.0 x8,PCI-E 3.0 x16 and 3 PCI-E 3.0 x8,2TB,5 USB 3.0,6 USB 2.0, Dual socket R3 (LGA 2011) supports,,"Dual LAN with Intel® i350 Gigabit Ethernet Controller Single LAN with Virtual Machine Device Queues reduce I/O overhead Single LAN with Supports 10Base-T, 100BASE-TX, and 1000BASE-T, RJ45 output",16 DIMM,SATA3,1U 920W Redundant Platinum Level Power Supply,Y,1,supermicro,835TQ-R920LPB,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
11,11.0,11.0,11.0,11.0,11.0,46,CSE-846BE1C-R1K23B,MBD-X10DRi,"Intel® Xeon® processor E5-2600 v3, Intel® Xeon® processor E5-2600 v4. Dual Socket R3 (LGA 2011) supported, CPU TDP support Up to 145W, 2 QPI up to 9.6GT/s","4U chassis support for max. motherboard size - EE-ATX (13.68"" x 13""), E-ATX (12"" x 13""), ATX (12"" x 10"")",Intel® C612,Up to 24 cores / Up to 55MB† cache,"7"" (178 mm)","17.2"" (437 mm)","26"" (660 mm)",Black,"24 x 3.5"" hot-swap drive bay",2400/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit,,,,,75 lbs (34.02 kg),,,,,,3 PCI-E 3.0 x16,3 PCI-E 3.0 x16 and 3 PCI-E 3.0 x8,PCI-E 3.0 x16 and 3 PCI-E 3.0 x8,2TB,5 USB 3.0,6 USB 2.0, Dual socket R3 (LGA 2011) supports,,"Dual LAN with Intel® i350 Gigabit Ethernet Controller Single LAN with Virtual Machine Device Queues reduce I/O overhead Single LAN with Supports 10Base-T, 100BASE-TX, and 1000BASE-T, RJ45 output",16 DIMM,SATA3,1U 1200W/1000W Titanium Power Supply W/PMbus W76xL336xH40mm,Y,1,supermicro,846BE1C-R1K23B,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
12,12.0,12.0,12.0,12.0,12.0,47,CSE-847BE1C4-R1K23LPB,MBD-X10DRi,"Intel® Xeon® processor E5-2600 v3, Intel® Xeon® processor E5-2600 v4. Dual Socket R3 (LGA 2011) supported, CPU TDP support Up to 145W, 2 QPI up to 9.6GT/s","4U Chassis for motherboard support size: (12"" x 10"") (13.68"" x 13"") (9.6"" x 9.6"")",Intel® C612,Up to 24 cores / Up to 55MB† cache,"7"" (178 mm)","17.2"" (437 mm)","27.5"" (699 mm)",Black,"36 x 3.5"" hot-swap SAS/SATA drive bay with SES3 Optional 2 x 2.5"" hot-swap drive bay",2400/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit,,,,,91 lbs (41.28 kg),,,,,,3 PCI-E 3.0 x16,3 PCI-E 3.0 x16 and 3 PCI-E 3.0 x8,PCI-E 3.0 x16 and 3 PCI-E 3.0 x8,2TB,5 USB 3.0,6 USB 2.0, Dual socket R3 (LGA 2011) supports,,"Dual LAN with Intel® i350 Gigabit Ethernet Controller Single LAN with Virtual Machine Device Queues reduce I/O overhead Single LAN with Supports 10Base-T, 100BASE-TX, and 1000BASE-T, RJ45 output",16 DIMM,SATA3,1U 1200W/1000W Titanium Power Supply W/PMbus W76xL336xH40mm,Y,1,supermicro,847BE1C4-R1K23LPB,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
13,13.0,13.0,13.0,13.0,13.0,48,CSE-743TQ-1200B-SQ,MBD-X11DPi-N,"2nd Gen Intel® Xeon® Scalable Processors and Intel® Xeon® Scalable Processors Dual Socket LGA-3647 (Socket P) supported, CPU TDP support Up to 205W TDP, 2 UPI up to 10.4 GT/s","4U chassis - supports for maximum motherboard sizes: 12"" x 13"" E-ATX and ATX",Intel® C621,Up to 28 cores,"17.8"" (452 mm)","7"" (178 mm)","25.5"" (647 mm)",Black,"8 x 3.5"" hot-swap SAS/SATA drive bay with SGPIO","2933/2666/2400/2133MHz ECC DDR4 RDIMM, LRDIMM",,,,,53 lbs (24.04 kg),,,,,,4 PCI-E 3.0 x16,2 PCI-E 3.0 x8,"PCI-E 3.0 x16,2 PCI-E 3.0 x8,2 PCI-E 3.0 NVMe x4 Internal Port(s)M.2 Interface: PCI-E 3.0 x4",4TB, 5 USB 3.2 Gen1 ports (2 rear + 2 via headers + 1 Type A,4 USB 2.0 ports (2 rear + 2 via headers,"Socket LGA-3647 (Socket P) supported, CPU TDP support Up to 205W TDP, 2 UPI up to 10.4 GT/s",,Dual LAN with 1GbE LAN with Intel® X722,16 DIMM,SATA3,"PS2/ATX 1000/1200W Multi-output power supply, platinum level, Super quiet W/PMbus",Y,1,supermicro,743TQ-1200B-SQ,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
14,14.0,14.0,14.0,14.0,14.0,49,CSE-745BAC-R1K28B2,MBD-X11DPi-N,"2nd Gen Intel® Xeon® Scalable Processors and Intel® Xeon® Scalable Processors Dual Socket LGA-3647 (Socket P) supported, CPU TDP support Up to 205W TDP, 2 UPI up to 10.4 GT/s","4U tower chassis - supports maximum motherboard sizes up to E-ATX 13.68"" x 13""",Intel® C621,Up to 28 cores,"17.8"" (452 mm)","7"" (178 mm)","25.5"" (647 mm)",Black,"8 x 3.5""/2.5"" hot-swap SAS drive bay with SES3","2933/2666/2400/2133MHz ECC DDR4 RDIMM, LRDIMM",,,,,59 lbs (26.76 kg),,,,,,4 PCI-E 3.0 x16,2 PCI-E 3.0 x8,"PCI-E 3.0 x16,2 PCI-E 3.0 x8,2 PCI-E 3.0 NVMe x4 Internal Port(s)M.2 Interface: PCI-E 3.0 x4",4TB, 5 USB 3.2 Gen1 ports (2 rear + 2 via headers + 1 Type A,4 USB 2.0 ports (2 rear + 2 via headers,"Socket LGA-3647 (Socket P) supported, CPU TDP support Up to 205W TDP, 2 UPI up to 10.4 GT/s",,Dual LAN with 1GbE LAN with Intel® X722,16 DIMM,SATA3,1U 1280W Redundant Platinum 95%+ Super Quiet Power Supply with PMbus,Y,1,supermicro,745BAC-R1K28B2,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
15,15.0,15.0,15.0,15.0,15.0,50,CSE-743TQ-1200B-SQ,MBD-X10DRi,"Intel® Xeon® processor E5-2600 v3, Intel® Xeon® processor E5-2600 v4. Dual Socket R3 (LGA 2011) supported, CPU TDP support Up to 145W, 2 QPI up to 9.6GT/s","4U chassis - supports for maximum motherboard sizes: 12"" x 13"" E-ATX and ATX",Intel® C612,Up to 24 cores / Up to 55MB† cache,"17.8"" (452 mm)","7"" (178 mm)","25.5"" (647 mm)",Black,"8 x 3.5"" hot-swap SAS/SATA drive bay with SGPIO",2400/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit,,,,,53 lbs (24.04 kg),,,,,,3 PCI-E 3.0 x16,3 PCI-E 3.0 x16 and 3 PCI-E 3.0 x8,PCI-E 3.0 x16 and 3 PCI-E 3.0 x8,2TB,5 USB 3.0,6 USB 2.0, Dual socket R3 (LGA 2011) supports,,"Dual LAN with Intel® i350 Gigabit Ethernet Controller Single LAN with Virtual Machine Device Queues reduce I/O overhead Single LAN with Supports 10Base-T, 100BASE-TX, and 1000BASE-T, RJ45 output",16 DIMM,SATA3,"PS2/ATX 1000/1200W Multi-output power supply, platinum level, Super quiet W/PMbus",Y,1,supermicro,743TQ-1200B-SQ,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
16,16.0,16.0,16.0,16.0,16.0,51,CSE-743TQ-865B-SQ,MBD-X10DRi,"Intel® Xeon® processor E5-2600 v3, Intel® Xeon® processor E5-2600 v4. Dual Socket R3 (LGA 2011) supported, CPU TDP support Up to 145W, 2 QPI up to 9.6GT/s","4U chassis - supports for maximum motherboard sizes: 12"" x 13"" E-ATX and ATX",Intel® C612,Up to 24 cores / Up to 55MB† cache,"17.8"" (452 mm)","7"" (178 mm)","25.5"" (647 mm)",Black,"8 x 3.5"" hot-swap SAS/SATA drive bay with SGPIO",2400/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit,,,,,53 lbs (24.04 kg),,,,,,3 PCI-E 3.0 x16,3 PCI-E 3.0 x16 and 3 PCI-E 3.0 x8,PCI-E 3.0 x16 and 3 PCI-E 3.0 x8,2TB,5 USB 3.0,6 USB 2.0, Dual socket R3 (LGA 2011) supports,,"Dual LAN with Intel® i350 Gigabit Ethernet Controller Single LAN with Virtual Machine Device Queues reduce I/O overhead Single LAN with Supports 10Base-T, 100BASE-TX, and 1000BASE-T, RJ45 output",16 DIMM,SATA3,PS2/ATX 865W Multi-Output Power Supply with redundant cooling fan and SMBus,Y,1,supermicro,743TQ-865B,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
17,17.0,17.0,17.0,17.0,17.0,52,CSE-745TQ-R920B,MBD-X10DRi,"Intel® Xeon® processor E5-2600 v3, Intel® Xeon® processor E5-2600 v4. Dual Socket R3 (LGA 2011) supported, CPU TDP support Up to 145W, 2 QPI up to 9.6GT/s","4U chassis - supports for maximum motherboard sizes: E-ATX 13.68"" x 13""",Intel® C612,Up to 24 cores / Up to 55MB† cache,"17.8"" (452 mm)","7"" (178 mm)","25.5"" (647 mm)",Black,"8 x 3.5"" hot-swap SAS/SATA drive bay with SGPIO",2400/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit,,,,,62 lbs (28.12 kg),,,,,,3 PCI-E 3.0 x16,3 PCI-E 3.0 x16 and 3 PCI-E 3.0 x8,PCI-E 3.0 x16 and 3 PCI-E 3.0 x8,2TB,5 USB 3.0,6 USB 2.0, Dual socket R3 (LGA 2011) supports,,"Dual LAN with Intel® i350 Gigabit Ethernet Controller Single LAN with Virtual Machine Device Queues reduce I/O overhead Single LAN with Supports 10Base-T, 100BASE-TX, and 1000BASE-T, RJ45 output",16 DIMM,SATA3,1U 920W Redundant Platinum Level Power Supply,Y,1,supermicro,745TQ-R920B,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
18,18.0,18.0,18.0,18.0,18.0,53,CSE-732D4-903B,MBD-X10DRi,"Intel® Xeon® processor E5-2600 v3, Intel® Xeon® processor E5-2600 v4. Dual Socket R3 (LGA 2011) supported, CPU TDP support Up to 145W, 2 QPI up to 9.6GT/s","Mid-tower chassis support for max. motherboard size - 12"" x 13"" E-ATX, 12"" x 10"" ATX and 9.6"" x 9.6"" Micro-ATX",Intel® C612,Up to 24 cores / Up to 55MB† cache,"16.7"" (424 mm)","7.6"" (193 mm)","20.68"" (525 mm)",Black,"4 x 3.5"" fixed drive bay Optional 4 x 2.5"" fixed drive bay",2400/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit,,,,,28 lbs (12.7 kg),,,,,,3 PCI-E 3.0 x16,3 PCI-E 3.0 x16 and 3 PCI-E 3.0 x8,PCI-E 3.0 x16 and 3 PCI-E 3.0 x8,2TB,5 USB 3.0,6 USB 2.0, Dual socket R3 (LGA 2011) supports,,"Dual LAN with Intel® i350 Gigabit Ethernet Controller Single LAN with Virtual Machine Device Queues reduce I/O overhead Single LAN with Supports 10Base-T, 100BASE-TX, and 1000BASE-T, RJ45 output",16 DIMM,SATA3,"PS2/ATX 900W multiple outputs power supply, Gold level, 12cm fan",Y,1,supermicro,732D4-903B,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
19,19.0,19.0,19.0,19.0,19.0,55,CSE-216BE1C4-R1K23LPB,MBD-X10SRi-F,"Intel® Xeon® Processor E5-1600 v3, Intel® Xeon® Processor E5-1600 v4, Intel® Xeon® processor E5-2600 v3, Intel® Xeon® processor E5-2600 v4. Single Socket LGA-2011-3 (Socket R3) supported, CPU TDP support Up to 145W TDP","2U chassis support max. motherboard size - ATX 12"" x 10"", E-ATX 12"" x 13"", EE-ATX 13"" x 13.68"". Support up to ATX 12""x13"" MB with rear 2.5"" HDD option installed",Intel® C612,Up to 22 cores † / Up to 55MB† cache,"3.5"" (89 mm)","17.2"" (437 mm)","24.8"" (630 mm)",Black,"24 x 2.5"" hot-swap SAS/SATA drive bay Optional 2 x 2.5"" hot-swap drive bay",2400/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit,,,,,53 lbs (24.04 kg),,,,,,"2 PCI-E 3.0 x8, 1 PCI-E 3.0 x4 (in x8), 1 PCI-E 3.0 x16","2 PCI-E 3.0 x8, 1 PCI-E 3.0 x4 (in x8), 1 PCI-E 3.0 x16, 1 PCI-E 2.0 x2 (in x8), 1 PCI-E 2.0 x4 (in x8","PCI-E 3.0 x8, 1 PCI-E 3.0 x4 (in x8), 1 PCI-E 3.0 x16, 1 PCI-E 2.0 x2 (in x8), 1 PCI-E 2.0 x4 (in x8)",1TB,4 USB 3.0,8 USB 2.0, Single socket R3 (LGA 2011) supports,,"Dual LAN with Intel® Ethernet Controller I350-AM2Supports 10Base-T, 100BASE-TX, and 1000BASE-T, RJ45 outputRealtek RTL8211E PHY (dedicated IPMI)",8 DIMM,SATA3,1U 1200W/1000W Titanium Power Supply W/PMbus W76xL336xH40mm,Y,1,supermicro,216BE1C4-R1K23LPB,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
20,20.0,20.0,20.0,20.0,20.0,56,CSE-216BE1C4-R1K23LPB,MBD-X11SPL-F,"2nd Gen Intel® Xeon® Scalable Processors and Intel® Xeon® Scalable Processors Single Socket LGA-3647 (Socket P) supported, CPU TDP supports Up to 165W TDP","2U chassis support max. motherboard size - ATX 12"" x 10"", E-ATX 12"" x 13"", EE-ATX 13"" x 13.68"". Support up to ATX 12""x13"" MB with rear 2.5"" HDD option installed",Intel® C621,Up to 28 cores,"3.5"" (89 mm)","17.2"" (437 mm)","24.8"" (630 mm)",Black,"24 x 2.5"" hot-swap SAS/SATA drive bay Optional 2 x 2.5"" hot-swap drive bay","2933/2666/2400/2133MHz ECC DDR4 RDIMM, LRDIMM",,,,,53 lbs (24.04 kg),,,,,,2 PCI-E 3.0 x8 (in x16,2 PCI-E 3.0 x8,"PCI-E 3.0 x8 (in x16),4 PCI-E 3.0 x8,1 PCI-E 3.0 x4 (in x8)M.2 Interface: PCI-E 3.0 x4 and SATA",2TB,5 USB 3.0,8 USB 2.0," 2nd Gen Intel® Xeon® Scalable Processors and Intel® Xeon® Scalable Processors, Single Socket LGA-3647 (Socket P) supported, CPU TDP supports Up to 165W TDP",,Dual LAN with 1GbE with Intel® I210,8 DIMM,SATA3,1U 1200W/1000W Titanium Power Supply W/PMbus W76xL336xH40mm,Y,1,supermicro,216BE1C4-R1K23LPB,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
21,21.0,21.0,21.0,21.0,21.0,57,CSE-216BE1C4-R1K23LPB,MBD-X11SSH-F,"Intel® 7th/6th Generation Core i3 series, Intel® Celeron®, Intel® Pentium®, Intel® Xeon® processor E3-1200 v6/v5. Single Socket H4 (LGA 1151) supported, CPU TDP support 80W","2U chassis support max. motherboard size - ATX 12"" x 10"", E-ATX 12"" x 13"", EE-ATX 13"" x 13.68"". Support up to ATX 12""x13"" MB with rear 2.5"" HDD option installed",Intel® C236,,"3.5"" (89 mm)","17.2"" (437 mm)","24.8"" (630 mm)",Black,"24 x 2.5"" hot-swap SAS/SATA drive bay Optional 2 x 2.5"" hot-swap drive bay","2400/2133/1866/1600MHz ECC DDR4 SDRAM 72-bit, 288-pin (UDIMM) gold-plated DIMMs",,,,,53 lbs (24.04 kg),,,,,,1 PCI-E 3.0 x8 (in x16,1 PCI-E 3.0 x8,"PCI-E 3.0 x8 (in x16),1 PCI-E 3.0 x8,1 PCI-E 3.0 x4 (in x8)M.2 Interface: PCI-E 3.0 x2",64GB ,5 USB 3.0,6 USB 2.0," Single socket H4 (LGA 1151) supports Intel® Xeon® processor E3-1200 v6/v5, Intel® 7th/6th Gen. Core™ i3 series,",,Dual LAN with Intel® Ethernet Controller I210-AT,4 DIMM,SATA3,1U 1200W/1000W Titanium Power Supply W/PMbus W76xL336xH40mm,Y,1,supermicro,216BE1C4-R1K23LPB,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
22,22.0,22.0,22.0,22.0,22.0,58,CSE-825TQC-R1K03LPB,MBD-X11SPL-F,"2nd Gen Intel® Xeon® Scalable Processors and Intel® Xeon® Scalable Processors Single Socket LGA-3647 (Socket P) supported, CPU TDP supports Up to 165W TDP","2U chassis supports for maximum motherboard sizes - 13.68"" x 13"", E-ATX 12"" x 13"", ATX 12"" x 10"" motherboards",Intel® C621,Up to 28 cores,"3.5"" (89 mm)","17.2"" (437 mm)","25.5"" (647 mm)",Black,"8 x 3.5"" hot-swap SAS3/SATA drive bay 2 x 3.5"" fixed drive bay","2933/2666/2400/2133MHz ECC DDR4 RDIMM, LRDIMM",,,,,52 lbs (23.59 kg),,,,,,2 PCI-E 3.0 x8 (in x16,2 PCI-E 3.0 x8,"PCI-E 3.0 x8 (in x16),4 PCI-E 3.0 x8,1 PCI-E 3.0 x4 (in x8)M.2 Interface: PCI-E 3.0 x4 and SATA",2TB,5 USB 3.0,8 USB 2.0," 2nd Gen Intel® Xeon® Scalable Processors and Intel® Xeon® Scalable Processors, Single Socket LGA-3647 (Socket P) supported, CPU TDP supports Up to 165W TDP",,Dual LAN with 1GbE with Intel® I210,8 DIMM,SATA3,1U 800/1000W Redundant Titanium Single Output Power Supply W/PMbus,Y,1,supermicro,825TQC-R1K03LPB,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
23,23.0,23.0,23.0,23.0,23.0,59,CSE-826BE1C4-R1K23LPB,MBD-X11SPL-F,"2nd Gen Intel® Xeon® Scalable Processors and Intel® Xeon® Scalable Processors Single Socket LGA-3647 (Socket P) supported, CPU TDP supports Up to 165W TDP","2U chassis support max. motherboard size - ATX 12"" x 10"", E-ATX 12"" x 13"", EE-ATX 13"" x 13.68"". Support up to ATX 12""x13"" MB with rear 2.5"" HDD option installed",Intel® C621,Up to 28 cores,"3.5"" (89 mm)","17.2"" (437 mm)","25.5"" (647 mm)",Black,"12 x 3.5"" hot-swap SAS/SATA drive bay with SES3 Optional 2 x 2.5"" hot-swap drive bay","2933/2666/2400/2133MHz ECC DDR4 RDIMM, LRDIMM",,,,,55 lbs (24.95 kg),,,,,,2 PCI-E 3.0 x8 (in x16,2 PCI-E 3.0 x8,"PCI-E 3.0 x8 (in x16),4 PCI-E 3.0 x8,1 PCI-E 3.0 x4 (in x8)M.2 Interface: PCI-E 3.0 x4 and SATA",2TB,5 USB 3.0,8 USB 2.0," 2nd Gen Intel® Xeon® Scalable Processors and Intel® Xeon® Scalable Processors, Single Socket LGA-3647 (Socket P) supported, CPU TDP supports Up to 165W TDP",,Dual LAN with 1GbE with Intel® I210,8 DIMM,SATA3,1U 1200W/1000W Titanium Power Supply W/PMbus W76xL336xH40mm,Y,1,supermicro,826BE1C4-R1K23LPB,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
24,24.0,24.0,24.0,24.0,24.0,60,CSE-836BE1C-R1K23B,MBD-X11SPL-F,"2nd Gen Intel® Xeon® Scalable Processors and Intel® Xeon® Scalable Processors Single Socket LGA-3647 (Socket P) supported, CPU TDP supports Up to 165W TDP","3U chassis - supports for maximum motherboard sizes: 13.68"" x 13"" E-ATX and ATX",Intel® C621,Up to 28 cores,"5.2"" (132 mm)","17.2"" (437 mm)","25.5"" (647 mm)",Black,"16 x 3.5"" hot-swap SAS/SATA drive bay with SES2 Optional 2 x 2.5"" hot-swap drive bay","2933/2666/2400/2133MHz ECC DDR4 RDIMM, LRDIMM",,,,,72 lbs (32.66 kg),,,,,,2 PCI-E 3.0 x8 (in x16,2 PCI-E 3.0 x8,"PCI-E 3.0 x8 (in x16),4 PCI-E 3.0 x8,1 PCI-E 3.0 x4 (in x8)M.2 Interface: PCI-E 3.0 x4 and SATA",2TB,5 USB 3.0,8 USB 2.0," 2nd Gen Intel® Xeon® Scalable Processors and Intel® Xeon® Scalable Processors, Single Socket LGA-3647 (Socket P) supported, CPU TDP supports Up to 165W TDP",,Dual LAN with 1GbE with Intel® I210,8 DIMM,SATA3,1U 1200W/1000W Titanium Power Supply W/PMbus W76xL336xH40mm,Y,1,supermicro,836BE1C-R1K23B,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
25,25.0,25.0,25.0,25.0,25.0,61,CSE-846BE1C-R1K23B,MBD-X11SPL-F,"2nd Gen Intel® Xeon® Scalable Processors and Intel® Xeon® Scalable Processors Single Socket LGA-3647 (Socket P) supported, CPU TDP supports Up to 165W TDP","4U chassis support for max. motherboard size - EE-ATX (13.68"" x 13""), E-ATX (12"" x 13""), ATX (12"" x 10"")",Intel® C621,Up to 28 cores,"7"" (178 mm)","17.2"" (437 mm)","26"" (660 mm)",Black,"24 x 3.5"" hot-swap drive bay","2933/2666/2400/2133MHz ECC DDR4 RDIMM, LRDIMM",,,,,75 lbs (34.02 kg),,,,,,2 PCI-E 3.0 x8 (in x16,2 PCI-E 3.0 x8,"PCI-E 3.0 x8 (in x16),4 PCI-E 3.0 x8,1 PCI-E 3.0 x4 (in x8)M.2 Interface: PCI-E 3.0 x4 and SATA",2TB,5 USB 3.0,8 USB 2.0," 2nd Gen Intel® Xeon® Scalable Processors and Intel® Xeon® Scalable Processors, Single Socket LGA-3647 (Socket P) supported, CPU TDP supports Up to 165W TDP",,Dual LAN with 1GbE with Intel® I210,8 DIMM,SATA3,1U 1200W/1000W Titanium Power Supply W/PMbus W76xL336xH40mm,Y,1,supermicro,846BE1C-R1K23B,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
26,26.0,26.0,26.0,26.0,26.0,62,CSE-847BE1C4-R1K23LPB,MBD-X11SPL-F,"2nd Gen Intel® Xeon® Scalable Processors and Intel® Xeon® Scalable Processors Single Socket LGA-3647 (Socket P) supported, CPU TDP supports Up to 165W TDP","4U Chassis for motherboard support size: (12"" x 10"") (13.68"" x 13"") (9.6"" x 9.6"")",Intel® C621,Up to 28 cores,"7"" (178 mm)","17.2"" (437 mm)","27.5"" (699 mm)",Black,"36 x 3.5"" hot-swap SAS/SATA drive bay with SES3 Optional 2 x 2.5"" hot-swap drive bay","2933/2666/2400/2133MHz ECC DDR4 RDIMM, LRDIMM",,,,,91 lbs (41.28 kg),,,,,,2 PCI-E 3.0 x8 (in x16,2 PCI-E 3.0 x8,"PCI-E 3.0 x8 (in x16),4 PCI-E 3.0 x8,1 PCI-E 3.0 x4 (in x8)M.2 Interface: PCI-E 3.0 x4 and SATA",2TB,5 USB 3.0,8 USB 2.0," 2nd Gen Intel® Xeon® Scalable Processors and Intel® Xeon® Scalable Processors, Single Socket LGA-3647 (Socket P) supported, CPU TDP supports Up to 165W TDP",,Dual LAN with 1GbE with Intel® I210,8 DIMM,SATA3,1U 1200W/1000W Titanium Power Supply W/PMbus W76xL336xH40mm,Y,1,supermicro,847BE1C4-R1K23LPB,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
27,27.0,27.0,27.0,27.0,27.0,63,CSE-743TQ-1200B-SQ,MBD-X11SPL-F,"2nd Gen Intel® Xeon® Scalable Processors and Intel® Xeon® Scalable Processors Single Socket LGA-3647 (Socket P) supported, CPU TDP supports Up to 165W TDP","4U chassis - supports for maximum motherboard sizes: 12"" x 13"" E-ATX and ATX",Intel® C621,Up to 28 cores,"17.8"" (452 mm)","7"" (178 mm)","25.5"" (647 mm)",Black,"8 x 3.5"" hot-swap SAS/SATA drive bay with SGPIO","2933/2666/2400/2133MHz ECC DDR4 RDIMM, LRDIMM",,,,,53 lbs (24.04 kg),,,,,,2 PCI-E 3.0 x8 (in x16,2 PCI-E 3.0 x8,"PCI-E 3.0 x8 (in x16),4 PCI-E 3.0 x8,1 PCI-E 3.0 x4 (in x8)M.2 Interface: PCI-E 3.0 x4 and SATA",2TB,5 USB 3.0,8 USB 2.0," 2nd Gen Intel® Xeon® Scalable Processors and Intel® Xeon® Scalable Processors, Single Socket LGA-3647 (Socket P) supported, CPU TDP supports Up to 165W TDP",,Dual LAN with 1GbE with Intel® I210,8 DIMM,SATA3,"PS2/ATX 1000/1200W Multi-output power supply, platinum level, Super quiet W/PMbus",Y,1,supermicro,743TQ-1200B-SQ,D,5°C - 35°C (41°F - 95°F),-40°C - 70°C (-40°F - 158°F),8% - 90% (non-condensing),5% - 95% (non-condensing),,,,,,,,,
