,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,boms_id,Operating Temperature, Non-operating Temperature, Operating Relative Humidity, Non-operating Relative Humidity,Net Weight, Gross Weight,chassis,motherboard,form_factor,power_supply,chipset,cores,height_mm,width_mm,depth_mm,product_colour,pcl_express_x16_slots,pcl_express_x8_slots,pcl_express_slots_version,maximum_internal_memory,usb_3_0_type_a_ports_quantity,usb_2_0_type_a_ports_quantity,processor_socket,ecc,nodes,partner,desc,type,Gross Weight, Net Weight," Net Weight w/ 2.5"" HDDs"," Net Weight w/ 3.5"" HDDs",See Note * Non-operating Temperature,Operating Relative Humidity,Non-operating Relative Humidity, * Support for operating above 30°C is available in certain system configurations. Contact your Supermicro sales rep or Technical Support for more details. Non-operating Temperature,   with HDD Non-operating Temperature,Non-operating Temperature
235,,,,,,393,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 36 lbs (16.4 kg, 72 lbs (32.7 kg,CSE-219UAC-R1K02,Super X10DRU-i+,2U Rackmount,1000W Redundant Power Supplies with PMBus,Intel® C612 chipset,Up to 22 Cores† / Up to 55MB† Cache,"3.5"" (89mm)","17.2"" (437mm)","27.76"" (705.3mm)",Black,"6 PCI-E 3.0 x8 slots (4 FH, 10.5"" L,",6 PCI-E 3.0 x8,"6 PCI-E 3.0 x8 slots (4 FH, 10.5"" L,",3TB,"5x USB 3.0 ports (2 rear, 2 onboard header, 1 Type A","5x USB 3.0 ports (2 rear, 2 onboard header, 1 Type A",Dual socket R3 (LGA 2011) supports,Y,1,supermicro,2028U-TNR4T,SUPERMICRO,,,,,,,,,,
236,,,,,,394,    0°C to 40°C (32°F to 104°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-E300,Super X11SDV-4C-TLN2F,Compact,150W Lockable DC power adapter (adapter cannot be mounted by the kit),System on Chip,"4 Cores, 8 Threads","1.7"" (43mm) / 10.87"" (276mm) - pkg.","10"" (254mm) / 15"" (381mm) - pkg.","8.9"" (226mm) / 5.59"" (142mm) - pkg.",Black,"1 onboard OCuLink port (or 1 PCI-E 3.0    x4 NVMe), 1 PCI-E 3.0 x8 (LP) open slot",1 PCI-E 3.0 x8,"1 onboard OCuLink port (or 1 PCI-E 3.0    x4 NVMe), 1 PCI-E 3.0 x8 (LP) open slot",NA,2 USB 3.0,2 USB 3.0 ports (rear,NA,Y,1,supermicro,E300-9D,SUPERMICRO, 7.5 lbs (3.4 kg, 3.45 lbs (1.56 kg,,,,,,,,
237,,,,,,395,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 36 lbs (16.4 kg, 72 lbs (32.7 kg,CSE-219U2TS-R1K02P-T,Super X11DPU,2U Rackmount,1000W Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","27.76"" (705.3mm)",Black,1 PCI-E 3.0 x16,5 PCI-E 3.0 x8,"1 PCI-E 3.0 x16 slot (FH, 10.5"" L),    5 PCI-E 3.0 x8 slots (FH, 10.5"" L),    1 PCI-E 3.0 x8 slot (LP),    1 PCI-E 3.0 x8 slot (internal LP)",6TB,"5 USB 3.0 ports (2 rear, 2 onboard header, 1 Type A","5 USB 3.0 ports (2 rear, 2 onboard header, 1 Type A",Dual Socket P (LGA 3647) support,Y,1,supermicro,2029U-TR25M,SUPERMICRO,,,,,,,,,,
238,,,,,,396, 10°C to 35°C (50°F to 95°F, -40°C to 70°C (-40°F to 158°F, 8% to 90% (non-condensing, 5% to 95% (non-condensing,NA,NA,CSE-745BTS-R1K28BP2,H11DSi-NT,Tower / 4U Rackmountable,NA,System on Chip (SoC),Up to 32 Cores (Board revision 1.x + 7001 Processors) Up to 64 Cores (Board revision 2.x + 7002 Processors),"17.8"" (452mm)","7"" (178mm)","25.5"" (647mm)",Black,2 PCI-E x16,3 PCI-E x8,PCI-E x16 slots3 PCI-E x8 slotsM.2 Interface: 1 SATA/PCI-E 3.0 x2(Platform with EPYC 7002 processor only supports PCI-E type M.2 module),2TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,NA,Y,1,supermicro,4023S-TRT,SUPERMICRO,,,,,,,,,,
239,,,,,,397,    0°C ~ 40°C (32°F ~ 104°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-513BTS-505WBP,Super X11SPW-TF,1U Rackmount,"500W High-Efficiency Power Supply w/ PMBus 1.2, I2C, and PFC",Intel® C622 chipset,Up to 28 Cores,"1.7"" (43mm)","17.2"" (437mm)","15"" (381mm)",Black,2 PCI-E 3.0 x16,NA,2 PCI-E 3.0 x16 (FHFL) slots    PCI-E 3.0 x4 and SATA,1.5TB,2 USB 3.0,2 USB 2.0,Single Socket P (LGA 3647) supports,Y,1,supermicro,1019P-FHN2T,SUPERMICRO, 26 lbs (11.79 kg, 15 lbs (6.8 kg,,,,,,,,
240,,,,,,398,    0°C to 40°C (32°F to 104°F,    -40°C to 70°C (-40°F to 158°F,    10% to 85% (non-condensing,    10% to 95% (non-condensing,,,CSE-101S,Super X11SBA-LN4F,Mini-ITX,60W DC Power Adapter,Intel® N3700 System on Chip,NA,"1.75"" (44.5mm) / 10.87"" (276mm) - pkg.","7.68"" (195mm) / 15"" (381mm) - pkg.","7.68"" (195mm) / 5.59"" (142mm) - pkg.",Black,NA,NA,NA,NA,2x USB 3.0 ports (rear,2x USB 3.0 ports (rear,"   Quad-Core (6W, 4C); Socket",Y,1,supermicro,E200-9B,SUPERMICRO, 5.5 lbs (2.49 kg, 2.45 lbs (1.11 kg,,,,,,,,
241,,,,,,399,    0°C ~ 45°C (32°F ~ 113°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-E403iF,Super X11SPW-TF,Box PC,600W AC multi output power supply w/ PFC,System on Intel® C622 chipset,Up to 28 Cores,"4.3"" (109mm)","10.5"" (267mm)","16"" (406mm)",Black,2 PCI-E 3.0 x16,2 PCI-E 3.0 x8,2 PCI-E 3.0 x16 or    2 PCI-E 3.0 x8 +    1 PCI-E 3.0 x16 (FH3/4L) slots†    PCI-E 3.0 x4 and SATA,1.5TB,4 USB 3.0,2 USB 2.0,Single Socket P (LGA 3647) supports,Y,1,supermicro,E403-9P-FN2T,SUPERMICRO, 24 lbs (10.89 kg, 18 lbs (8.16 kg,,,,,,,,
242,,,,,,400,    0°C to 45°C (32°F to 113°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-103-R407B,Super X11SDS-8C,1U Rackmount,400W 1U Redundant Power Supplies with PMbus,System on Chip (SoC),"8 Cores, 16 Threads","1.7"" (43mm)","17.2"" (437mm)","15"" (381mm)",Black,4 PCI-E 3.0 x8 slots for optional AIOM,4 PCI-E 3.0 x8,4 PCI-E 3.0 x8 slots for optional AIOM,NA,2 USB 3.0,2 USB 3.0 ports (front,NA,Y,1,supermicro,1019D-FRN5TP,SUPERMICRO, 26.9 lbs (12.2 kg, 15.9 lbs (7.21 kg,,,,,,,,
243,,,,,,401,    0°C to 45°C (32°F to 113°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-513BTS-350WB,Super X11SDW-8C-TP13F,1U Rackmount,350W AC power supply w/ PFC,System on Chip (SoC),"8 Cores, 16 Threads","1.7"" (43mm)","17.2"" (437mm)","15"" (381mm)",Black,2 PCI-E 3.0 x16,NA,"2 PCI-E 3.0 x16 (FHFL) slots    M-Key SATA/PCI-E 3.0 x4, 22110    E-Key PCI-E 3.0 x1, 2230    B-Key SATA/PCI-E 3.0 x2/USB 3.0, 2242",NA,2 USB 3.0,2 USB 3.0 ports (front,NA,Y,1,supermicro,1019D-FHN13TP,SUPERMICRO, 25 lbs (11.34 kg, 14 lbs (6.35 kg,,,,,,,,
244,,,,,,402, 0°C ~ 50°C (32°F ~ 122°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-E403IF-505,Super X11SDW-16C-TP13F,Box PC,600W AC multi output power supply w/ PFC,System on Chip (SoC),"16 Cores, 32 Threads","4.3"" (109mm)","10.5"" (267mm)","16"" (406mm)",Black,2 PCI-E 3.0 x16,2 PCI-E 3.0 x8,2 PCI-E 3.0 x16 or    2 PCI-E 3.0 x8 +    1 PCI-E 3.0 x16 (FH3/4L) slots,NA,2 USB 3.0,2 USB 2.0,NA,Y,1,supermicro,E403-9D-16C-FN13TP,SUPERMICRO, 23 lbs (10.43 kg, 17 lbs (7.7 kg,,,,,,,,
245,,,,,,403,    0°C to 40°C (32°F to 104°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 8 lbs (3.62 kg, 12 lbs (5.44 kg,CSE-505-203B,Super A2SDV-8C-LN10PF,1U Rackmount,200W Low Noise AC-DC power supply with PFC,NA,NA,"1.7"" (43mm)","17.2"" (437mm)","9.8"" (249mm)",Black,"1 PCI-E 3.0 x4, 1 M.2 (M-Key 2242/    2280, SATA3/PCI-E 3.0 x2), 1 M.2 (B-Key    3042/2280, SATA3/PCI-E 3.0 x2/USB 3.0)",NA,"1 PCI-E 3.0 x4, 1 M.2 (M-Key 2242/    2280, SATA3/PCI-E 3.0 x2), 1 M.2 (B-Key    3042/2280, SATA3/PCI-E 3.0 x2/USB 3.0)",NA,2 USB 3.0,2 USB 3.0 ports (rear,   Single socket FCBGA 1310;,Y,1,supermicro,5019A-FTN10P,SUPERMICRO,,,,,,,,,,
246,,,,,,404,    0°C to 40°C (32°F to 104°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 8 lbs (3.62 kg, 10 lbs (4.54 kg,CSE-504-203B,Super A2SDi-LN4F,1U Rackmount,200W Low Noise AC-DC power supply with PFC,NA,NA,"1.7"" (43mm)","17.2"" (437mm)","9.8"" (249mm)",Black,"1 PCI-E 3.0 x4, 1 mini PCIe with",NA,"1 PCI-E 3.0 x4, 1 mini PCIe with",NA,2 USB 3.0,2 USB 3.0 ports (rear,   Single socket FCBGA 1310; TDP 25W,Y,1,supermicro,5019A-12TN4,SUPERMICRO,,,,,,,,,,
247,,,,,,405,    0°C to 40°C (32°F to 104°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-513BTQC-350B,Super X11SCM-LN8F,1U Rackmount,350W AC power supply w/ PFC,Intel® C246 chipset,NA,"1.7"" (43mm)","17.2"" (437mm)","15"" (381mm)",Black front panel with silver chassis,1 PCI-E 3.0 x16,NA,1 PCI-E 3.0 x16 (FHFL) slot    1 SATA/PCI-E 3.0 x4 and 1 PCI-E 3.0 x4,NA,2 USB 3.1 ports (front,2 USB 2.0,Single Socket H4 (LGA 1151) supports,Y,1,supermicro,1019C-FHTN8,SUPERMICRO, 14.1 lbs (6.4 kg, 10.0 lbs (4.54 kg,,,,,,,,
248,,,,,,406,    10°C to 40°C (50°F to 104°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-515-R407,Super X11SDV-8C-TP8F,1U Rackmount,400W 1U Redundant Power Supplies with PMbus,System on Chip (SoC),"8 Cores, 16 Threads","1.7"" (43mm)","17.2"" (437mm)","16.9"" (429mm)",Silver,1 PCI-E 3.0 x16,NA,"1 PCI-E 3.0 x16, 1 Mini PCI-E x1",NA,2 USB 3.0,2 USB 3.0 ports (front,NA,Y,1,supermicro,1019D-FRN8TP,SUPERMICRO, 12 lbs (5.44 kg, 8 lbs (3.63 kg,,,,,,,,
249,,,,,,407,    0°C to 45°C (32°F to 113°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-513BTS-350WB,Super X11SDW-4C-TP13F,1U Rackmount,350W AC power supply w/ PFC,System on Chip (SoC),"4 Cores, 8 Threads","1.7"" (43mm)","17.2"" (437mm)","15"" (381mm)",Black,2 PCI-E 3.0 x16,NA,2 PCI-E 3.0 x16 (FHFL) slots,NA,2 USB 3.0,2 USB 3.0 ports (front,NA,Y,1,supermicro,1019D-4C-FHN13TP,SUPERMICRO, 25 lbs (11.34 kg, 14 lbs (6.35 kg,,,,,,,,
250,,,,,,408,    10°C to 40°C (50°F to 104°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-513BTS-505WB,Super X11SDW-14CNT-TP13F,1U Rackmount,"500W High-Efficiency Power Supply w/PMBus 1.2, I2C, and PFC",System on Chip (SoC),"14 Cores, 28 Threads","1.7"" (43mm)","17.2"" (437mm)","15"" (381mm)",Black,2 PCI-E 3.0 x16,NA,2 PCI-E 3.0 x16 (FHFL) slots,NA,2 USB 3.0,2 USB 3.0 ports (front,NA,Y,1,supermicro,1019D-14CN-FHN13TP,SUPERMICRO, 25 lbs (11.34 kg, 14 lbs (6.35 kg,,,,,,,,
251,,,,,,409,    0°C to 45°C (32°F to 113°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-513BTS-505WB,Super X11SDW-16C-TP13F,1U Rackmount,"500W High-Efficiency Power Supply w/PMBus 1.2, I2C, and PFC",System on Chip (SoC),"16 Cores, 32 Threads","1.7"" (43mm)","17.2"" (437mm)","15"" (381mm)",Black,2 PCI-E 3.0 x16,NA,2 PCI-E 3.0 x16 (FHFL) slots,NA,2 USB 3.0,2 USB 3.0 ports (front,NA,Y,1,supermicro,1019D-16C-FHN13TP,SUPERMICRO, 25 lbs (11.34 kg, 14 lbs (6.35 kg,,,,,,,,
252,,,,,,410,    0°C to 45°C (32°F to 113°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-103-R407B,Super X11SDS-12C,1U Rackmount,400W 1U Redundant Power Supplies with PMbus,System on Chip (SoC),"12 Cores, 24 Threads","1.7"" (43mm)","17.2"" (437mm)","15"" (381mm)",Black,4 PCI-E 3.0 x8 slots for optional AIOM,4 PCI-E 3.0 x8,4 PCI-E 3.0 x8 slots for optional AIOM,NA,2 USB 3.0,2 USB 3.0 ports (front,NA,Y,1,supermicro,1019D-12C-FRN5TP,SUPERMICRO, 26.9 lbs (12.2 kg, 15.9 lbs (7.21 kg,,,,,,,,
253,,,,,,411,    0°C to 45°C (32°F to 113°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-103-R407B,Super X11SDS-14C,1U Rackmount,400W 1U Redundant Power Supplies with PMbus,System on Chip (SoC),"14 Cores, 28 Threads","1.7"" (43mm)","17.2"" (437mm)","15"" (381mm)",Black,4 PCI-E 3.0 x8 slots for optional AIOM,4 PCI-E 3.0 x8,4 PCI-E 3.0 x8 slots for optional AIOM,NA,2 USB 3.0,2 USB 3.0 ports (front,NA,Y,1,supermicro,1019D-14C-FRN5TP,SUPERMICRO, 26.9 lbs (12.2 kg, 15.9 lbs (7.21 kg,,,,,,,,
254,,,,,,412,    0°C to 45°C (32°F to 113°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-103-R407B,Super X11SDS-16C,1U Rackmount,400W 1U Redundant Power Supplies with PMbus,System on Chip (SoC),"16 Cores,32 Threads","1.7"" (43mm)","17.2"" (437mm)","15"" (381mm)",Black,4 PCI-E 3.0 x8 slots for optional AIOM,4 PCI-E 3.0 x8,4 PCI-E 3.0 x8 slots for optional AIOM,NA,2 USB 3.0,2 USB 3.0 ports (front,NA,Y,1,supermicro,1019D-16C-FRN5TP,SUPERMICRO, 26.9 lbs (12.2 kg, 15.9 lbs (7.21 kg,,,,,,,,
255,,,,,,413,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,32 lbs (14.5kg),CSE-801LTS-R407CP,Super X11SDV-8C-TP8F,1U Rackmount,400W 1U Redundant Power Supplies with PMbus,NA,"8 Cores, 16 Threads","1.7"" (43mm)","17.2"" (437mm)","32"" (813mm)",Black,1 PCI-E 3.0 x8 (FH) slot;,1 PCI-E 3.0 x8,1 PCI-E 3.0 x8 (FH) slot;,NA,2 USB 3.0,2 USB 3.0 ports (rear,NA,Y,1,supermicro,5019D8-TR12P,SUPERMICRO,,,,,,,,,,
256,,,,,,414,    0°C to 40°C (32°F to 104°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 8 lbs (3.63 kg, 12 lbs (5.44 kg,CSE-505-203B,Super X11SDV-8C-TP8F,1U Rackmount,200W Low Noise AC-DC power supply with PFC,NA,"8 Cores, 16 Threads","1.7"" (43mm) / 6.1"" (155mm) - pkg.","17.2"" (437mm) / 25.8"" (655mm) - pkg.","9.8"" (249mm) / 18.3"" (465mm) - pkg.",Black,"   1 Mini-PCI-E with mSATA Support,    1 PCI-E 3.0 x8 slot",1 PCI-E 3.0 x8,"   1 Mini-PCI-E with mSATA Support,    1 PCI-E 3.0 x8 slot",NA,2 USB 3.0,2 USB 3.0 ports (rear,NA,Y,1,supermicro,5019D-FN8TP,SUPERMICRO,,,,,,,,,,
257,,,,,,415,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 8 lbs (3.63 kg, 12 lbs (5.44 kg,CSE-505-203B,Super X11SDV-4C-TP8F,1U Rackmount,200W Low Noise AC-DC power supply with PFC,NA,"4 Cores, 8 Threads","1.7"" (43mm) / 6.1"" (155mm) - pkg.","17.2"" (437mm) / 25.8"" (655mm) - pkg.","9.8"" (249mm) / 18.3"" (465mm) - pkg.",Black,"   1 Mini PCI-E with mSATA Support,    1 PCI-E 3.0 x8 slot",1 PCI-E 3.0 x8,"   1 Mini PCI-E with mSATA Support,    1 PCI-E 3.0 x8 slot",NA,2 USB 3.0,2 USB 3.0 ports (rear,NA,Y,1,supermicro,5019D-4C-FN8TP,SUPERMICRO,,,,,,,,,,
258,,,,,,416,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 36 lbs (16.4 kg, 72 lbs (32.7 kg,CSE-219U2TS-R1K02P-T,Super X11DPU,2U Rackmount,1000W Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","27.76"" (705.3mm)",Black,1 PCI-E 3.0 x16,5 PCI-E 3.0 x8,"1 PCI-E 3.0 x16 slot (FH, 10.5"" L),    5 PCI-E 3.0 x8 slots (FH, 10.5"" L),    1 PCI-E 3.0 x8 slot (LP),    1 PCI-E 3.0 x8 slot (internal LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A","3 USB 3.0 ports (2 rear, 1 Type A",Dual Socket P (LGA 3647) support,Y,1,supermicro,2029U-E1CR25M,SUPERMICRO,,,,,,,,,,
259,,,,,,417,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 36 lbs (16.4 kg, 72 lbs (32.7 kg,CSE-829U2TS-R1K02P-T,Super X11DPU,2U Rackmount,1000W Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","28.46"" (723mm)",Black,1 PCI-E 3.0 x16,5 PCI-E 3.0 x8,"1 PCI-E 3.0 x16 slot (FH, 10.5"" L),    5 PCI-E 3.0 x8 slots (FH, 10.5"" L),    1 PCI-E 3.0 x8 slot (LP),    1 PCI-E 3.0 x8 slot (internal LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A","3 USB 3.0 ports (2 rear, 1 Type A",Dual Socket P (LGA 3647) support,Y,1,supermicro,6029U-TR25M,SUPERMICRO,,,,,,,,,,
260,,,,,,418,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 36 lbs (16.4 kg, 72 lbs (32.7 kg,CSE-829U2E1C4-R1K02-T,Super X11DPU,2U Rackmount,1000W Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","28.46"" (723mm)",Black,1 PCI-E 3.0 x16,5 PCI-E 3.0 x8,"1 PCI-E 3.0 x16 slot (FH, 10.5"" L),    5 PCI-E 3.0 x8 slots (FH, 10.5"" L),    1 PCI-E 3.0 x8 slot (LP),    1 PCI-E 3.0 x8 slot (internal LP)",6TB,"3 USB 3.0 ports (2 rear, 1 Type A","3 USB 3.0 ports (2 rear, 1 Type A",Dual Socket P (LGA 3647) support,Y,1,supermicro,6029U-E1CR25M,SUPERMICRO,,,,,,,,,,
261,,,,,,419,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,61 lbs (27.7 kg),CSE-216BTS-R1K23LPB,Super X11DPH-T,2U Rackmount,NA,Intel® C622 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","24.8"" (630mm)",Black,3 PCI-E 3.0 x16,"3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8","3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8",4TB,4 USB 3.0 ports (rear,4 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,2029P-ACR24H,SUPERMICRO,,,,,,,,,,
262,,,,,,420,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,61 lbs (27.7 kg),CSE-216BE1C4-R1K23LPB,Super X11DPH-T,2U Rackmount,NA,Intel® C622 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","24.8"" (630mm)",Black,3 PCI-E 3.0 x16,"3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8","3 PCI-E 3.0 x16, 4 PCI-E 3.0 x8",4TB,4 USB 3.0 ports (rear,4 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,2029P-E1CR24L,SUPERMICRO,,,,,,,,,,
263,,,,,,421,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing, 36 lbs (16.4 kg, 72 lbs (32.7 kg,CSE-213XAC-R1K05LP,Super X11DPX-T,2U Rackmount,1000W 1U Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"3.5"" (89mm)","17.2"" (437mm)","25.6"" (650mm)",Black,2 PCI-E 3.0 x16,4 PCI-E 3.0 x8,"2 PCI-E 3.0 x16 slots,    2 PCI-E 3.0 x16 slots (or 4 PCI-E    3.0 x8), 4 PCI-E 3.0 x8 slots,    1 PCI-E 3.0 x4 (in x8 slot);7. 1 PCI-E 3.0 x4 M.2 2280 slot from PCH",4TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,2029P-TXRT,SUPERMICRO,,,,,,,,,,
264,,,,,,422,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-827BHD+-R2K22BP,Super X11DPT-B,2U Rackmount,2200W Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"3.47"" (88mm)","17.6"" (447mm)","30.11"" (765mm)",Black,"2 PCI-E 3.0 x8 slot, 1 PCI-E 3.0 x16",2 PCI-E 3.0 x8,"2 PCI-E 3.0 x8 slot, 1 PCI-E 3.0 x16,",6TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,6029BT-DNC0R,SUPERMICRO, 114.66 lbs (52.01 kg, 87.13 lbs (39.52 kg,,,,,,,,
265,,,,,,425,    10°C ~ 35°C (50°F ~ 95°F,    -40°C to 60°C (-40°F to 140°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,,CSE-217BHQ+-R2K22BP2,Super X11DPT-B,2U Rackmount,2200W Redundant Power Supplies with PMBus,Intel® C621 chipset,Up to 28 Cores,"3.47"" (88mm)","17.6"" (447mm)","28.75"" (730mm)",Black,2 PCI-E 3.0 x16,NA,2 PCI-E 3.0 x16 (LP) slots; 1 SIOM,6TB,2 USB 3.0 ports (rear,2 USB 3.0 ports (rear,Dual Socket P (LGA 3647) support,Y,1,supermicro,2029BT-HNTR,SUPERMICRO, 85 lbs (38.6kg, 54.5 lbs (24.7 kg,,,,,,,,
266,,,,,,426,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,40 lbs (18.1 kg),CSE-732D4-500B,Super X11SAE,Mid-Tower,500W AC power supply w/ PFC,Intel® C236 chipset,NA,"16.7"" (424mm)","7.6"" (193mm)","20.68"" (525.3mm)",Black,2 PCI-E 3.0 x16 (x16,2 PCI-E 3.0 x16 (x16/NA or x8/x8,"2 PCI-E 3.0 x16 (x16/NA or x8/x8),    2 PCI-E 3.0 x1 (in x4 slot),",NA,2 USB 3.0,2 USB 2.0,Single Socket H4 (LGA 1151) supports,Y,1,supermicro,5039A-iL,SUPERMICRO,,,,,,,,,,
267,,,,,,427,    10°C to 35°C (50°F to 95°F,    -40°C to 60°C (-40°F to 140°F,    20% to 95% (non-condensing,    5% to 95% (non-condensing,,35.5 lbs (16.1 kg),CSE-731i-403B,Super X11SCL-F,Mid-Tower,NA,Intel® C242 chipset,"6 cores, 12 threads","14.25"" (362mm)","7.25"" (184mm)","16.75"" (425mm)",Black,1 PCI-E 3.0 x8 (in x16,1 PCI-E 3.0 x8,"1 PCI-E 3.0 x8 (in x16) slot,    2 PCI-E 3.0 x4 (in x8) slots6. M.2 Interface: 1 PCI-E 3.0 x4",NA,2 USB 3.2 Gen1 (front,2 USB 2.0,Single Socket H4 (LGA 1151) supports,Y,1,supermicro,5039C-I,SUPERMICRO,,,,,,,,,,
268,,,,,,428,    10°C to 35°C (50°F to 95°F,    -40°C to 70°C (-40°F to 158°F,    8% to 90% (non-condensing,    5% to 95% (non-condensing,,35.5 lbs (16.1 kg),CSE-732D4-500B,Super X11SCA,Mid-Tower,500W AC power supply w/ PFC,Intel® C246 chipset,NA,"16.7"" (424mm)","7.6"" (193mm)","20.68"" (525.3mm)",Black,2 PCI-E 3.0 x16 running at NA/16,2 PCI-E 3.0 x16 running at NA/16 or 8/8,"2 PCI-E 3.0 x16 running at NA/16 or 8/8,    1 PCI-E 3.0 x4 slot,    1 PCI-E 3.0 x1 slot",NA,2 USB 3.1 Gen 2 Type A and Type C (rear,2 USB 2.0,Single Socket H4 (LGA 1151) supports,Y,1,supermicro,5039C-T,SUPERMICRO,,,,,,,,,,
